id;institución;nombre;categoria;descripcion;enlace
2824;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;115. Permiso fitosanitario de importación;Economía;Permiso Fitosanitario de Importación;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2825;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;99. Etiquetas para certificar semilla;Manejo de Animales y Vegetales;Solicitud de etiquetas para certificar semilla;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2826;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;180. Gestión de constancia para la importación de productos y subproductos de origen vegetal procesados que no representen riesgo fitosanitario;Economía;Gestión de constancia para la importación de productos y subproductos de origen vegetal procesados que no representen riesgo fitosanitario;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2827;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;100. Licencia de registro de planta acondicionadora y almacenamiento de semilla certificada;Manejo de Animales y Vegetales;Licencia de registro de planta acondicionadora y almacenamiento de semilla certificada;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2829;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;168. Registro de Productos Formulados (Carta de Acceso);Medio Ambiente;Registro de Productos Formulados (Carta de Acceso);https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2830;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;101. Pruebas de Análisis de Laboratorio de Calidad de Semilla;Manejo de Animales y Vegetales;Pruebas de Análisis de Laboratorio de Calidad de Semilla;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2831;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;181. Registro o Renovación de Personas Individuales o Jurídicas que se dedican al Tratamiento de Embalaje de Madera Utilizado en Comercio Internacional;Economía;Registro o Renovación de Personas Individuales o Jurídicas que se dedican al Tratamiento de Embalaje de Madera Utilizado en Comercio Internacional;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2832;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;102. Certificado registro de unidades de producción de semilla certificada;Manejo de Animales y Vegetales;Certificado registro de unidades de producción de semilla certificada;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2833;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;177. Registro o Renovación de Personas Individuales o Jurídicas que se dediquen a la extracción, manejo y transporte de desechos sólidos inorgánicos, provenientes de los buques.;Medio Ambiente;Registro o Renovación de Personas Individuales o Jurídicas que se dediquen a la extracción, manejo y transporte de desechos sólidos inorgánicos, provenientes de los buques.;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2834;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;103. Certificado de Autorización de Uso de Productos Obtenidos por Biotecnología de Precisión para Uso Agrícola;Manejo de Animales y Vegetales;Certificado de Autorización de Uso de Productos Obtenidos por Biotecnología de Precisión para Uso Agrícola;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2836;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;169. Renovación Registro de Productos Formulados (Carta de Acceso);Medio Ambiente;Renovación Registro de Productos Formulados (Carta de Acceso);https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2837;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;104. Certificado de Autorización de Uso Confinado de OVM para Uso Agrícola;Manejo de Animales y Vegetales;Certificado de Autorización de Uso Confinado de OVM para Uso Agrícola;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2838;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;112. Certificado fitosanitario de exportación;Economía;Emisión de Certificado Fitosanitario de Exportación o Reexportación;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2842;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;105. Certificado para Liberación pre comercial de Semilla Genéticamente modificada para uso Agrícola;Manejo de Animales y Vegetales;Certificado para Liberación pre comercial de Semilla Genéticamente modificada para uso Agrícola;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2843;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;132. Reconocimiento de Registro de Fertilizantes y Enmiendas de Uso Agrícola;Medio Ambiente;Reconocimiento de Registro de Fertilizantes y Enmiendas de Uso Agrícola;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2844;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;179. Autorización de Importación para Muestras de Suelo de Referencia Certificada con Fines de Análisis, Físicos-Químicos.;Economía;Autorización de Importación para Muestras de Suelo de Referencia Certificada con Fines de Análisis, Físicos-Químicos.;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2845;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;133. Renovación de Registro de Fertilizantes y Enmiendas de uso Agrícola otorgado por reconocimiento;Medio Ambiente;Renovación de Registro de Fertilizantes y Enmiendas de uso Agrícola otorgado por reconocimiento;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2846;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;31. Reconocimiento de registro sanitario de productos utilizados en alimentación animal;Manejo de Animales y Vegetales;Solicitud para el reconocimiento de registro sanitario de productos utilizados en alimentación animal;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2847;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;178. Registro o Renovación de Estación de Cuarentena Posentrada;Manejo de Animales y Vegetales;Registro o Renovación de Estación de Cuarentena Posentrada;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2848;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;106. Certificado para liberación comercial de semilla genéticamente modificada para uso agrícola bajo procedimiento simplificado;Manejo de Animales y Vegetales;Certificado para liberación comercial de semilla genéticamente modificada para uso agrícola bajo procedimiento simplificado;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2850;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;122. Registro de Personas Individuales o Jurídicas para Importación y Comercialización de Insumos Agrícolas;Medio Ambiente;Registro De Personas Individuales o Jurídicas Que Se Encargan A La Importación Y Comercialización De Insumos Agrícolas.;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2851;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;171. Permiso o retorno de importación de insumos para uso agrícola (Agroquímicos, Plaguicidas Inorgánicos, Sustancias Afines a Plaguicidas, Plaguicidas Microbiológicos, Plaguicidas Bioquímicos, Plaguicidas Botánicos, Artrópodos, Predadores, Parásitos y Parasitoides);Medio Ambiente;Permiso o retorno de importación de insumos para uso agrícola (Agroquímicos, Plaguicidas Inorgánicos, Sustancias Afines a Plaguicidas, Plaguicidas Microbiológicos, Plaguicidas Bioquímicos, Plaguicidas Botánicos, Artrópodos, Predadores, Parásitos y Parasitoides);https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2852;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;107. Certificado para liberación experimental de semilla genéticamente modificada para uso agrícola;Manejo de Animales y Vegetales;Registro de Eventos Biotecnológicos de Organismos Vivos Modificados -OVM- para Uso Agrícola;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2854;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;13. Registro sanitario para biológicos de uso veterinario;Manejo de Animales y Vegetales;Solicitud de registro sanitario para biológicos de uso veterinario;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2855;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;212. Concesión de Permiso de Pesca Artesanal;Manejo de Animales y Vegetales;"Concesión de Permiso de Pesca Artesanal, actividad que se realiza sin embarcaciones o con embarcaciones entre cero punto cuarenta y seis toneladas y cero punto noventa y nueve toneladas de regstro neto; se puede realizar en esteros, lagos, lagunas, ríos y mares";https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2856;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;124. Registro de personas individuales o jurídicas interesadas en la formulación de insumos agrícolas;Medio Ambiente;Registro de personas individuales o jurídicas interesadas en la formulación de insumos agrícolas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2857;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;214. Licencia o prórroga de Acuicultura Comercial;Economía;Cultivo de organismos acuáticos bajo condiciones controladas realizadas con propósito de obtener beneficios económicos;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2858;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;215. Permiso o prorroga de Acuicultura artesanal;Manejo de Animales y Vegetales;Cultivo realizado por una persona individual y los miembros de su núcleo familiar, cuya producción total está destinada a la alimentación de la familia;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2859;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;14. Registro sanitario para medicamentos, químicos y ectoparasiticidas de uso veterinario;Manejo de Animales y Vegetales;Solicitud registro sanitario para medicamentos, químicos y ectoparasiticidas de uso veterinario;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2860;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;126. Registro de Regentes de Insumos Agrícolas;Inscripciones y Registros;Registro de Regentes de Insumos Agrícolas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2862;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;216. Permiso o Prorroga de Pesca Científica en Aguas Continentales;Manejo de Animales y Vegetales;Permiso o Prorroga de Pesca Científica en Aguas Continentales;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2863;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;217. Permiso o prorroga de acuicultura científica;Manejo de Animales y Vegetales;La que se realiza con propósito de investigación técnica o cientifíca.;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2864;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;15. Registro sanitario de productos utilizados en la alimentación animal;Manejo de Animales y Vegetales;Solicitud de registro sanitario de productos utilizados en la alimentación animal;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2865;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;230. Autorización de torneo de pesca deportiva en aguas continentales;Salud;Autorización de torneo de pesca deportiva en aguas continentales;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2866;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;170. Licencia o retorno de importación de insumos para uso agrícola (Fertilizantes, Enmiendas, Sustancias Afines a Fertilizantes o Enmiendas de Uso Agrícola);Medio Ambiente;Licencia o retorno de importación de insumos para uso agrícola (Fertilizantes, Enmiendas, Sustancias Afines a Fertilizantes o Enmiendas de Uso Agrícola);https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2867;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;128. Registro de Expendios de Insumos Agrícolas;Inscripciones y Registros;Registro de Expendios de Insumos Agrícolas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2868;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;16. Registro sanitario y renovación de registro sanitario simplificado para medicamentos veterinarios y productos afines;Manejo de Animales y Vegetales;Solicitud de registro sanitario y renovación de registro sanitario simplificado para medicamentos veterinarios y productos afines;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2871;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;123. Renovación de registro de personas individuales o jurídicas interesadas en importar y comercializar insumos agrícolas;Economía;RENOVACION DE REGISTRO DE PERSONAS INDIVIDUALES O JURIDICAS INTERESADAS EN IMPORTAR Y COMERCIALIZAR INSUMOS AGRICOLAS;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2872;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;125. Renovación de registro de personas individuales o jurídicas que se encargan a la formulación de insumos agrícolas;Inscripciones y Registros;Renovación de registro de personas individuales o jurídicas que se encargan a la formulación de insumos agrícolas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2873;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;18. Renovación de registro sanitario para productos utilizados en alimentación animal;Manejo de Animales y Vegetales;Renovación de registro sanitario para productos utilizados en alimentación animal;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2874;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;127. Renovación de registro de regentes de insumos agrícolas;Inscripciones y Registros;RENOVACION DE REGISTRO DE REGENTES DE INSUMOS AGRICOLAS;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2876;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;17. Renovación de registro sanitario para medicamentos veterinarios y productos afines;Manejo de Animales y Vegetales;Renovación de registro sanitario para medicamentos veterinarios y productos afines;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2877;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;113. Registro de Fertilizantes;Inscripciones y Registros;Registro de Fertilizantes;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2879;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;19. Cesión de registro sanitario de productos utilizados en alimentación animal;Manejo de Animales y Vegetales;Cesión de registro sanitario de productos utilizados en alimentación animal;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2880;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;131. Renovación del Registro de Fertilizantes y Enmiendas de uso Agrícola;Medio Ambiente;Renovación del Registro de Fertilizantes y Enmiendas de uso Agrícola;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2881;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;110. Registro de Enmiendas;Inscripciones y Registros;Registro de Enmiendas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2882;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;109. Registro de sustancias afines a fertilizantes o a enmiendas;Inscripciones y Registros;Registro de sustancias afines a fertilizantes o a enmiendas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2883;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;135. Renovación de Registro de Sustancias Afines a Fertilizantes o a Enmiendas;Medio Ambiente;Renovación de Registro de Sustancias Afines a Fertilizantes o a Enmiendas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2884;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;130. Modificación de Registros de Fertilizantes y Enmiendas;Inscripciones y Registros;Modificación de Registros de Fertilizantes y Enmiendas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2885;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;224. Licencia o prórroga de Pesca Comercial de Gran Escala;Medio Ambiente;Actividad que se realiza con embarcaciones mayores de treinta punto uno hasta ciento cincuenta toneladas de registro neto;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2886;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;30. Permiso de importación de insumos para uso en animales reactivos pruebas de diagnóstico (kits);Manejo de Animales y Vegetales;Permiso de importación de insumos para uso en animales reactivos pruebas de diagnóstico (kits);https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2887;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;9. Registro sanitario de funcionamiento de comercializadores (importadores y exportadores) de productos utilizados en alimentación animal.;Medio Ambiente;Solicitud de registro sanitario de funcionamiento de comercializadores (importadores y exportadores) de productos utilizados en alimentación animal.;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2888;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;226. Licencia o prórroga de Pesca Comercial de Túnidos;Medio Ambiente;Actividad que se realiza en aguas jurisdiccionales del Océano Pacífico a partir de las cien millas náuticas de la Zona Económica Exclusiva;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2889;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;134. Modificación de Registro de Sustancias Afines a Fertilizantes;Inscripciones y Registros;Modificación de Registro de Sustancias Afines a Fertilizantes;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2890;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;183. Constancia de importación de productos y subproductos de insumos agrícolas (nota SAT);Medio Ambiente;Constancia de importación de productos y subproductos de insumos agrícolas (nota SAT);https://sigie.maga.gob.gt/
2891;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;227. Licencia o prórroga de Pesca Deportiva;Medio Ambiente;Pesca que se realiza con propósito de esparcimiento y recreación, con o sin embarcaciones, simpre  que las especies capturadas no sean objeto de comercialización;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2892;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;111. Endoso de registro de fertilizantes, enmiendas y sustancias afines a fertilizantes o a enmiendas;Inscripciones y Registros;Endoso de registro de fertilizantes, enmiendas y sustancias afines a fertilizantes o a enmiendas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2893;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;116. Registro de Ingrediente Activo Grado Técnico por Equivalencia;Medio Ambiente;Registro de Ingrediente Activo Grado Técnico por Equivalencia.;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2895;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;182. Constancia de importación de productos y subproductos de insumos agrícolas (nota SAT anual);Medio Ambiente;Constancia de importación de productos y subproductos de insumos agrícolas (nota SAT anual);https://sigie.maga.gob.gt/
2896;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;140. Modificación al Registro de Artrópodos, Predadores, Parásitos, Parasitoides;Medio Ambiente;Modificación al Registro de Artrópodos, Predadores, Parásitos, Parasitoides;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2898;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;6. Registro sanitario de funcionamiento de comercializadores (importadores, exportadores, droguerías o distribuidoras) de medicamentos veterinarios y productos afines.;Medio Ambiente;Solicitud de registro sanitario de funcionamiento de comercializadores (importadores, exportadores, droguerías o distribuidoras) de medicamentos veterinarios y productos afines.;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2899;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;137. Cesión del Registro de Fertilizantes, Enmiendas o Sustancias Afines a Fertilizantes o a Enmiendas;Inscripciones y Registros;Solicitud de cesión del Registro de Fertilizantes, Enmiendas o Sustancias Afines a Fertilizantes o a Enmiendas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2900;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;221. Certificado de Transformación (Anexo IV);Medio Ambiente;Certificado de Transformación (Anexo IV);https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2901;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;152. Endoso (Autorización de Uso) de Registro de Sustancias Afines a Plaguicidas, Plaguicidas Microbiano, Plaguicidas Bioquímicos, Artrópodos, Predadores, Parásitos y Parasitoides;Medio Ambiente;Endoso (Autorización de Uso) de Registro de Sustancias Afines a Plaguicidas, Plaguicidas Microbiano, Plaguicidas Bioquímicos, Artrópodos, Predadores, Parásitos y Parasitoides;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2902;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;222. Certificado de Atún a granel;Medio Ambiente;Certificado de Atún a granel;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2904;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;114. Importación con fines experimentales de fertilizantes, enmiendas o sustancias afines a fertilizantes o a enmiendas;Medio Ambiente;Importación con fines experimentales de fertilizantes, enmiendas o sustancias afines a fertilizantes o a enmiendas;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2905;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;172. Verificación de reetiquetado de plaguicidas;Medio Ambiente;Cuando se determine por parte del personal oficial en el puerto de ingreso al territorio nacional (marítimo, aéreo terrestre) que la etiqueta que identifica un producto agroquímico no cumple con la normativa vigente en esta materia, el mismo podrá ser reetiquetado.;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2906;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;117. Registro de Productos Formulados;Medio Ambiente;Registro de Productos Formulados.;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2908;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;165. Importación de insumos para uso agrícola de tipo experimental de sustancias afines a plaguicidas, plaguicidas microbianos, plaguicidas bioquímicos, artrópodos, predadores, parásitos y parasitoides;Medio Ambiente;Importación de insumos para uso agrícola de tipo experimental de sustancias afines a plaguicidas, plaguicidas microbianos, plaguicidas bioquímicos, artrópodos, predadores, parásitos y parasitoides;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2909;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;8. Registro sanitario de funcionamiento registrante de medicamentos veterinarios y productos afines.;Medio Ambiente;Solicitud de registro sanitario de funcionamiento registrante de medicamentos veterinarios y productos afines.;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2910;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;142. Cesión de Registro de Artrópodos, Predadores, Parásitos y Parasitoides;Medio Ambiente;Cesión de Registro de Artrópodos, Predadores, Parásitos y Parasitoides;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2911;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;162. Endoso (autorización de uso) de registro de productos agroquímicos formulados;Medio Ambiente;Endoso de Registro de Productos Agroquímicos.;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2912;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;138. Registro de Fertilizantes, Enmiendas y Sustancias Afines a Fertilizantes o a Enmiendas con fines de Exportación;Economía;Registro de Fertilizantes, Enmiendas y Sustancias Afines a Fertilizantes o a Enmiendas con fines de Exportación;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2913;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;220. Registro de Pescador de subsistencia en Aguas Continentales;Manejo de Animales y Vegetales;Registro de Pescador de subsistencia en Aguas Continentales;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2914;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;209. Registro de los Comités de Ética en el Uso y Cuidado Animal;Manejo de Animales y Vegetales;Registro de los Comités de Ética en el Uso y Cuidado Animal;http://apps.maga.gob.gt/simplificacion/Formularios/Download/61
2915;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;143. Registro de Plaguicidas Botánicos de Uso Agrícola con Fines Exclusivos de Exportación;Medio Ambiente;Registro de Plaguicidas Botánicos de Uso Agrícola con Fines Exclusivos de Exportación;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2917;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;32. Reconocimiento de registro sanitario de medicamentos veterinarios y productos afines;Manejo de Animales y Vegetales;Reconocimiento de registro sanitario de medicamentos veterinarios y productos afines;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2918;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;121. Registro de Plaguicidas Inorgánicos;Medio Ambiente;Registro de Plaguicidas Inorgánicos.;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2920;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;218. Certificado de Captura de la Comunidad Europea;Medio Ambiente;certificado de captura;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2921;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;5. Registro sanitario de funcionamiento registrante de productos utilizados en alimentación animal.;Medio Ambiente;Solicitud de registro sanitario de funcionamiento registrante de productos utilizados en alimentación animal.;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2922;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;136. Renovación de Registro de Fertilizantes, Enmiendas y Sustancias Afines a Fertilizantes o a Enmiendas con Fines de Exportación;Inscripciones y Registros;Renovación de Registro de Fertilizantes, Enmiendas y Sustancias Afines a Fertilizantes o a Enmiendas con Fines de Exportación;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2924;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;153. Renovación de Registro de Plaguicidas Inorgánicos;Medio Ambiente;Renovación de Registro de Plaguicidas Inorgánicos.;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2925;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;144. Renovación de Registro de Plaguicidas Botánicos de Uso Agrícola;Medio Ambiente;Renovación de Registro de Plaguicidas Botánicos de Uso Agrícola;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2926;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;156. Endoso (Autorización de Uso) del Registro de Plaguicida Inorgánico;Medio Ambiente;Endoso (Autorización de Uso) del Registro de Plaguicida Inorgánico;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2927;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;204. Registro de adiestradores de animales;Manejo de Animales y Vegetales;Registro de adiestradores de animales;http://apps.maga.gob.gt/simplificacion/Formularios/Download/281
2928;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;223. Certificado Estadístico Patudo;Medio Ambiente;Estadístico de patudo;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2929;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;161. Registro Experimental de Productos Agroquímicos;Medio Ambiente;Solicitud de Registro Experimental de Productos Agroquímicos;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2930;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;33. Reconocimiento de registro sanitario de biológicos veterinarios;Manejo de Animales y Vegetales;Reconocimiento de registro sanitario de biológicos veterinarios;https://apps.maga.gob.gt/simplificacion/Formularios?categoriaId=8&unidadId=2&tipoId=1
2931;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;108. Registro de ingredientes activos grado técnico;Inscripciones y Registros;Registro de ingredientes activos grado técnico;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2932;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;164. Registro de Plaguicida Inorgánico de Tipo Experimental;Medio Ambiente;Registro  de Plaguicida Inorgánico de Tipo Experimental;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2933;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;160. Rectificaciones Registrales de Productos Agroquímicos;Medio Ambiente;Rectificaciones Registrales de Productos Agroquímicos;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2934;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;229. Permiso o prórroga de Pesca Comercial Artesanal;Manejo de Animales y Vegetales;Permiso o prórroga de Pesca Comercial Artesanal;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
2935;Ministerio de Agricultura, Ganadería y Alimentación -MAGA-;167. Renovación de registro de ingrediente activo grado técnico;Medio Ambiente;Renovación de registro de ingrediente activo grado técnico;https://apps.maga.gob.gt/simplificacion/Formularios?tipoId=1
